county_name,crime_rate_per_100000,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,Households,Mean,Stdev
"Mifflin County, PA",156.5985928,0,10,4,59,138,835,22,3,46616,7574.0,83309.06027135004,892892502.3304756
"Long County, GA",156.400385,1,12,3,10,154,130,19,1,16624,698.0,100860.460947603,59526166.82203169
"Iron County, MI",156.30427230000004,0,6,0,12,65,119,22,0,11516,1235.0,77529.06363393708,178578500.4660951
"Fayette County, OH",156.25,0,6,16,23,365,843,30,5,28800,6406.0,96505.29211015308,238104667.28812677
"Trinity County, CA",156.1570494,4,3,1,13,81,82,24,0,13448,1284.0,87781.95746858836,297630834.11015844
"Liberty County, FL",155.70727030000003,1,1,0,11,22,31,0,0,8349,826.0,82081.41809727445,238104667.28812677
"Barry County, MI",155.6762611,0,26,2,64,172,533,29,5,59097,3630.0,96177.39976469164,178578500.4660951
"Greenwood County, KS",155.66625159999998,1,1,0,8,31,41,1,0,6424,18.0,42661.228468593596,59526166.82203169
"Bolivar County, MS",155.65802230000003,0,4,30,19,141,712,25,2,34049,2949.0,55172.35058579584,416683167.7542218
"Chatham County, NC",155.6490115,1,10,18,75,504,739,41,8,66817,3195.0,52984.35168210906,238104667.28812677
"Westmoreland County, PA",155.6132514,6,74,118,366,1000,4093,192,63,362437,48446.0,113086.86131127142,2321520506.0592365
"Fisher County, TX",155.60165980000002,0,0,0,6,34,30,2,0,3856,908.0,77799.13048698146,119052333.64406338
"Bennington County, VT",155.4870564,0,5,4,48,277,651,35,3,36659,4752.0,112728.16828596636,357157000.9321901
"Pitkin County, CO",155.3599171,0,6,1,20,26,368,6,2,17379,1713.0,159218.5473855271,238104667.28812677
"Nez Perce County, ID",155.3300764,0,9,10,43,324,1016,63,2,39915,520.0,90372.31343858359,119052333.64406338
"Rutherford County, NC",155.3258857,1,5,14,84,863,1127,100,14,66956,1252.0,139465.67577251268,238104667.28812677
"Rockland County, NY",155.1870815,2,28,144,324,540,3145,127,18,320903,35122.0,172954.29997155318,1071471002.7965708
"Arenac County, MI",154.9686834,0,7,2,15,74,149,14,4,15487,556.0,78768.52275024068,119052333.64406338
"Talbot County, GA",154.8946716,1,0,3,6,29,76,6,0,6456,320.0,82408.96697074478,238104667.28812677
"Genesee County, NY",154.74148080000003,0,12,8,72,266,1059,32,16,59454,3183.0,114310.13317416537,357157000.9321901
"Ulster County, NY",154.69784199999998,1,31,38,209,731,2865,77,24,180998,24572.0,114763.55138955367,1190523336.4406343
"Johnston County, OK",154.6860783,1,1,0,15,17,46,4,1,10990,1361.0,78857.50268616363,119052333.64406338
"Rawlins County, KS",154.4998069,0,1,1,2,8,22,4,0,2589,83.0,57248.4328851729,59526166.82203169
"Hall County, TX",154.3686323,0,0,0,5,17,25,5,0,3239,923.0,71667.3567842523,178578500.4660951
"Haines Borough, AK",154.3209877,0,0,0,4,2,25,1,0,2592,1088.0,149056.17257245485,297630834.11015844
"Grady County, GA",154.2843579,0,7,5,27,130,346,20,0,25278,239.0,52993.820263512695,59526166.82203169
"Antrim County, MI",154.04364569999998,0,14,0,22,95,279,28,1,23370,1589.0,78298.22644509502,297630834.11015844
"Dixon County, NE",153.8198599,0,3,0,6,26,58,2,3,5851,865.0,78750.13504407945,297630834.11015844
"Monona County, IA",153.49194169999998,0,3,2,9,24,87,8,1,9121,2094.0,93049.49539170774,297630834.11015844
"Hardin County, TX",153.38253600000002,3,7,12,63,192,625,90,5,55417,3791.0,94169.05903925606,238104667.28812677
"Twiggs County, GA",153.28381090000002,0,0,4,9,59,101,6,1,8481,382.0,71445.3942226129,59526166.82203169
"Clarion County, PA",153.2371345,2,28,3,27,137,486,24,6,39155,3534.0,99741.44078676391,535735501.39828515
"Houston County, TX",152.76504740000001,1,0,1,33,131,237,26,2,22911,909.0,66961.89537835597,119052333.64406338
"Delta County, TX",152.7300496,0,0,1,7,66,52,10,2,5238,814.0,58887.023898718304,59526166.82203169
"Rio Grande County, CO",152.50360080000002,2,1,5,10,72,156,3,1,11803,1842.0,57149.96218592857,178578500.4660951
"Oceana County, MI",152.40998290000002,3,16,3,18,149,361,14,1,26245,1214.0,83252.16128498323,238104667.28812677
"Moniteau County, MO",152.40030480000001,0,3,6,15,63,134,12,1,15748,1160.0,92827.97346125396,238104667.28812677
"Bertie County, NC",152.37907980000003,0,2,8,21,120,229,11,3,20344,420.0,48226.87636732812,119052333.64406338
"Santa Rosa County, FL",152.08322990000002,0,25,27,193,597,1549,100,7,161096,8400.0,108888.14701674024,892892502.3304756
"Limestone County, AL",151.9500253,4,2,25,104,398,1146,56,0,88845,10601.0,133942.42754246076,297630834.11015844
"Orange County, NC",151.76128590000002,5,16,60,132,1056,2343,140,11,140352,2254.0,125390.310488387,119052333.64406338
"Currituck County, NC",151.6642072,0,2,2,33,114,419,11,6,24396,108.0,65397.638030694005,59526166.82203169
"Spink County, SD",151.2859304,0,4,0,6,7,31,4,3,6610,345.0,89831.23760037261,416683167.7542218
"Sullivan County, NH",151.2190583,2,13,2,48,168,711,33,6,42984,7380.0,89455.27585223055,178578500.4660951
"Lake County, IL",151.0627736,6,165,266,625,2474,9857,305,57,703019,88901.0,161725.0330508133,1547680337.3728247
"Union County, IA",150.9973774,0,0,0,19,43,100,7,0,12583,114.0,100505.43137845145,238104667.28812677
"DeSoto County, MS",150.9747979,2,43,57,152,932,2498,141,11,168240,46538.0,112707.74708268086,297630834.11015844
"Burlington County, NJ",150.83023169999998,2,86,247,344,1938,5766,369,55,450838,18877.0,142344.31231469108,595261668.2203169
"Lincoln County, ID",150.5174036,0,2,1,5,9,3,1,0,5315,87.0,58276.10339042231,59526166.82203169
"Montgomery County, MO",150.43877980000002,0,2,1,15,51,129,8,0,11965,269.0,53861.7140381635,297630834.11015844
"Paulding County, GA",150.3912896,1,18,32,170,687,2012,271,9,146950,74.0,85362.6253684591,59526166.82203169
"McLeod County, MN",150.34244669999998,1,23,1,29,97,577,25,5,35918,1781.0,93927.53362029999,357157000.9321901
"Kerr County, TX",150.14113269999999,2,12,8,53,221,754,37,6,49953,10114.0,102567.59547442904,119052333.64406338
"Jay County, IN",150.02344119999998,0,0,4,28,52,300,19,0,21330,3825.0,69624.25905259303,178578500.4660951
"Marshall County, KS",149.970006,0,1,0,13,44,104,10,1,10002,2294.0,103507.82958987649,238104667.28812677
"Latah County, ID",149.692736,0,9,4,44,164,648,30,4,38078,1226.0,90613.07415905547,238104667.28812677
"Jackson County, KS",149.6333982,0,1,0,19,64,156,13,1,13366,359.0,67020.12620863305,238104667.28812677
"Johnson County, KS",149.2239824,8,130,126,582,1534,8912,964,87,566933,158797.0,155653.12374559647,535735501.39828515
"Orleans County, NY",149.1653842,0,5,9,49,192,641,25,4,42235,2409.0,80256.09788638269,59526166.82203169
"Simpson County, MS",149.0909091,0,1,5,35,133,196,23,2,27500,1610.0,87358.72190936032,178578500.4660951
"Jackson County, GA",149.0727999,0,11,9,71,242,954,54,2,61044,4363.0,90131.23725993649,357157000.9321901
"Grant County, IN",149.00326940000002,3,14,51,35,392,1336,96,10,69126,15992.0,80118.15296978362,654787835.0423486
"Southampton County, VA",148.940865,0,3,4,20,94,226,34,2,18128,1273.0,104901.34021321092,238104667.28812677
"Judith Basin County, MT",148.80952380000002,0,1,0,2,0,1,3,0,2016,304.0,80665.31033118632,119052333.64406338
"McPherson County, KS",148.80449119999997,1,8,2,33,313,421,26,4,29569,7659.0,114835.93602895421,357157000.9321901
"Pennington County, MN",148.74628130000002,1,12,1,7,42,238,13,2,14118,3991.0,88479.36861544078,119052333.64406338
"Shelby County, OH",148.3981135,0,10,18,46,362,1119,38,14,49192,9304.0,102441.00150563242,238104667.28812677
"Union County, OR",148.13659750000002,0,13,2,23,188,526,30,7,25652,1441.0,80474.85123208235,178578500.4660951
"Bingham County, ID",147.93552659999997,0,16,5,45,212,506,39,4,45290,2238.0,95987.75911230176,297630834.11015844
"Dickinson County, KS",147.8912744,0,4,1,24,158,304,22,1,19609,1030.0,85391.04003883728,297630834.11015844
"Brazoria County, TX",147.7704229,8,66,91,323,1551,4488,289,28,330242,24853.0,125644.58181273489,833366335.5084438
"Todd County, MN",147.64990569999998,0,10,1,25,89,250,14,1,24382,2259.0,81632.52132962651,297630834.11015844
"Gasconade County, MO",147.6410979,0,0,1,21,74,187,18,3,14901,1267.0,90793.16968225915,119052333.64406338
"Collin County, TX",147.640674,11,183,394,674,3489,12879,919,64,854778,128878.0,170067.18485219695,1130997169.6186025
"Marion County, IA",147.3595573,0,9,0,40,73,134,10,2,33252,7629.0,104574.18738265935,297630834.11015844
"Pend Oreille County, WA",147.33250619999998,3,3,1,12,162,284,34,0,12896,237.0,65116.60385870187,119052333.64406338
"Young County, TX",147.21116619999998,0,8,1,18,130,315,14,5,18341,4543.0,107123.06301625384,119052333.64406338
"Iowa County, IA",146.96876909999997,0,1,1,22,40,122,11,1,16330,3463.0,101076.56224724326,535735501.39828515
"Grant County, WI",146.8601304,0,11,1,63,172,798,23,3,51069,8774.0,92945.82784443177,833366335.5084438
"Prince William County, VA",146.8375211,2,48,214,380,944,5656,377,52,438580,48728.0,174295.22200402047,773840168.6864121
"Perry County, MO",146.8120805,0,1,2,25,64,195,10,3,19072,245.0,68207.58931716696,178578500.4660951
"Jefferson County, PA",146.77756530000002,1,15,6,44,140,319,16,7,44966,5340.0,82487.9311361066,297630834.11015844
"Chittenden County, VT",146.69466819999997,1,36,32,165,1013,3732,59,15,159515,13824.0,131844.6201909673,297630834.11015844
"Washburn County, WI",146.627566,0,4,0,19,63,194,10,0,15686,1941.0,97067.98633090085,178578500.4660951
"Brunswick County, NC",146.5728831,1,24,25,119,1341,1906,128,19,115301,10745.0,104577.99578415097,654787835.0423486
"Jackson County, CO",146.5201465,0,0,0,2,2,4,0,0,1365,251.0,75069.27383150718,59526166.82203169
"Columbia County, WI",146.505922,0,15,3,65,224,685,27,4,56653,1221.0,121986.12372467156,178578500.4660951
"Fulton County, AR",146.2938882,0,3,1,14,34,148,11,1,12304,864.0,72936.97876584923,238104667.28812677
"Wise County, TX",146.04768700000002,1,8,7,73,235,582,55,1,60939,8507.0,106741.69688906086,714314001.8643804
"Bradford County, PA",146.02991210000002,0,25,5,61,284,880,55,15,62316,7154.0,103858.71318911244,595261668.2203169
"Columbia County, OR",145.9143969,0,14,6,52,177,602,61,7,49344,4966.0,111452.37992491075,297630834.11015844
"Transylvania County, NC",145.8833541,0,6,8,34,176,362,22,2,32903,267.0,47448.8895298869,59526166.82203169
"Greer County, OK",145.8434614,0,1,1,7,10,25,4,1,6171,1175.0,133227.385208737,59526166.82203169
"Gibson County, IN",145.7812686,0,5,2,43,84,390,22,5,33612,6614.0,90739.62220376819,357157000.9321901
"Cassia County, ID",145.7288586,2,9,1,22,70,269,16,0,23331,235.0,70447.18545335432,119052333.64406338
"Charlevoix County, MI",145.4322783,0,25,0,13,60,314,9,2,26129,2964.0,112210.80526657509,416683167.7542218
"Smyth County, VA",145.3304688,2,2,7,35,131,541,25,18,31652,4731.0,91880.14865976859,297630834.11015844
"Madison County, TX",145.1273492,0,2,5,13,58,119,23,0,13781,137.0,66915.6738314342,119052333.64406338
"Logan County, KY",145.11087959999998,1,7,8,22,156,283,19,7,26876,3849.0,75671.81966574662,238104667.28812677
"Colfax County, NM",145.10462809999999,0,3,3,13,168,153,15,4,13094,665.0,54289.303321766696,178578500.4660951
"Grundy County, MO",144.85755669999998,1,1,0,13,69,164,12,1,10355,179.0,47860.42839483642,119052333.64406338
"Sabine County, TX",144.7736705,0,2,5,8,40,81,3,2,10361,800.0,91308.62150698063,119052333.64406338
"Mason County, KY",144.69267280000003,0,6,5,14,139,395,16,3,17278,3803.0,112673.10040217142,119052333.64406338
"Dallas County, IA",144.69259519999997,1,7,3,97,193,841,43,6,74641,10838.0,156351.05481941407,595261668.2203169
"Monroe County, GA",144.5300919,0,2,6,31,126,359,37,4,26984,79.0,79216.98388435031,59526166.82203169
"Caledonia County, VT",144.4298232,1,4,6,34,256,396,22,3,31157,2862.0,90771.85303214613,178578500.4660951
"Hot Springs County, WY",144.4192284,0,0,0,7,14,68,2,1,4847,183.0,44906.2764646772,119052333.64406338
"Jefferson Davis Parish, LA",143.7653749,0,7,11,27,97,507,36,1,31301,4202.0,117243.25466480995,178578500.4660951
"Erath County, TX",143.7288819,0,11,3,43,217,661,31,3,39658,8003.0,99381.20891160652,119052333.64406338
"York County, ME",143.4079957,6,61,54,165,1025,3405,135,39,199431,22710.0,121491.14974967865,416683167.7542218
"Umatilla County, OR",143.37851930000002,4,14,18,74,569,1756,290,15,76720,9762.0,104035.5061211364,416683167.7542218
"Choctaw County, MS",143.35204869999998,0,2,0,10,20,43,3,0,8371,1012.0,77870.90538824387,178578500.4660951
"Williamson County, TX",143.0955343,3,98,126,447,1402,6826,277,33,471014,58819.0,130232.0547155615,535735501.39828515
"Greensville County, VA",143.025408,0,1,0,16,35,78,6,1,11886,219.0,76471.5633537824,59526166.82203169
"Ellis County, TX",142.9707134,6,11,44,162,722,2616,152,18,155976,13109.0,118400.76137457551,654787835.0423486
"Potter County, PA",142.8816369,1,10,0,14,89,89,12,0,17497,1942.0,106929.82209286385,297630834.11015844
"Morgan County, WV",142.87347130000003,0,4,1,20,96,117,23,0,17498,596.0,59572.969080897725,178578500.4660951
"Story County, IA",142.84786699999998,0,46,8,78,449,1539,49,11,92406,3195.0,109932.85080433777,416683167.7542218
"Jo Daviess County, IL",142.8125139,0,11,0,21,56,143,8,1,22407,2048.0,104884.89084239658,178578500.4660951
"Benton County, MN",142.8061407,0,23,8,25,121,454,30,3,39214,5469.0,81287.22754608146,357157000.9321901
"Lemhi County, ID",142.63485480000003,0,1,0,10,16,33,1,0,7712,1525.0,73671.33995457254,119052333.64406338
"Stafford County, VA",142.5563646,1,23,41,130,227,1934,105,19,136788,3876.0,175065.11316271444,238104667.28812677
"Power County, ID",142.5055059,0,1,0,10,14,84,6,0,7719,1752.0,74756.23056086703,119052333.64406338
"Pontotoc County, MS",142.4086481,1,3,4,35,181,224,25,4,30897,699.0,77888.28093997613,178578500.4660951
"Island County, WA",142.130176,1,24,5,82,520,924,63,9,78801,12196.0,101295.8000385644,357157000.9321901
"Goodhue County, MN",142.0454545,0,13,6,47,203,823,67,5,46464,3771.0,100312.10913489624,178578500.4660951
"Sumter County, FL",141.9817666,0,16,17,119,321,559,45,1,107056,31680.0,123536.44190940708,119052333.64406338
"Saline County, MO",141.9232754,1,3,3,26,111,337,21,2,23252,5808.0,89716.69476453896,476209334.5762535
"Wabaunsee County, KS",141.82385480000002,0,1,0,9,13,34,12,9,7051,352.0,85655.87025958669,59526166.82203169
"Louisa County, IA",141.8188264,0,0,0,16,35,55,3,1,11282,1562.0,91460.65254324595,357157000.9321901
"Hopkins County, KY",141.5276408,2,22,13,29,269,642,58,6,46634,9107.0,98091.44937250004,238104667.28812677
"Wasco County, OR",141.3039212,2,4,11,19,161,629,43,3,25477,954.0,78001.65770229652,416683167.7542218
"Androscoggin County, ME",141.25868930000001,0,44,63,45,767,2407,99,22,107604,2325.0,106687.12044312367,119052333.64406338
"Morrow County, OR",141.1432604,1,2,1,12,80,167,17,2,11336,1221.0,82672.09195745543,178578500.4660951
"Johnson County, MO",141.097999,2,7,9,59,280,1033,71,6,54572,7227.0,90640.85269500174,119052333.64406338
"Suffolk County, NY",141.09131059999999,23,52,745,1295,4349,21072,1178,155,1499738,249412.0,166097.0076399586,4881145679.406595
"Fulton County, KY",140.9553641,0,2,4,2,36,104,4,1,6385,1060.0,76095.19579498601,119052333.64406338
"Habersham County, GA",140.8775982,0,7,1,53,269,576,33,0,43300,3461.0,82051.27176398014,357157000.9321901
"Chautauqua County, KS",140.7657658,0,0,0,4,19,29,2,1,3552,307.0,62773.16105943495,178578500.4660951
"Charles Mix County, SD",140.6774159,1,3,0,9,29,43,2,1,9241,770.0,109415.78720704826,178578500.4660951
"Gratiot County, MI",140.58330159999997,0,25,1,33,121,489,14,5,41968,3828.0,95092.67984303302,178578500.4660951
"Bailey County, TX",140.56789430000003,1,1,1,7,77,106,6,0,7114,1810.0,64689.1419258134,59526166.82203169
"Kiowa County, CO",140.54813769999998,0,0,0,2,0,0,1,0,1423,254.0,122886.81341457377,119052333.64406338
"Harrison County, KY",140.4039313,0,4,9,13,161,401,27,2,18518,2639.0,62238.85991614869,59526166.82203169
"Franklin County, PA",140.05325969999998,5,35,47,126,494,1927,79,16,152085,8032.0,105348.49400260579,595261668.2203169
"Clearwater County, ID",139.9090591,0,0,0,12,43,112,4,0,8577,1308.0,82017.60745137853,119052333.64406338
"Orleans County, VT",139.8652876,0,13,0,25,174,273,25,3,27169,658.0,99300.03479519613,357157000.9321901
"Bell County, KY",139.8601399,0,5,22,13,167,787,41,4,27885,728.0,60564.183828596906,59526166.82203169
"Boone County, KY",139.8241751,3,47,64,60,627,2453,177,17,124442,11988.0,142404.31862040702,416683167.7542218
"Burleson County, TX",139.7868251,1,7,2,14,61,125,14,0,17169,1671.0,147449.40829135946,119052333.64406338
"Aitkin County, MN",139.75352560000002,0,8,2,12,181,246,29,0,15742,1111.0,70471.06287827116,119052333.64406338
"Scioto County, OH",139.4700139,0,15,49,45,770,2046,114,23,78153,12767.0,86426.24638465456,535735501.39828515
"St. John the Baptist Parish, LA",139.39352390000002,8,3,26,24,423,812,73,1,43761,14001.0,113674.15860354755,178578500.4660951
"Sauk County, WI",139.3242773,1,21,7,59,225,1646,40,7,63162,13739.0,93594.16082967771,833366335.5084438
"Towns County, GA",139.2628354,0,0,1,14,38,152,5,0,10771,588.0,93175.53565144632,178578500.4660951
"Latimer County, OK",139.21113689999999,0,1,0,14,22,48,17,5,10775,1301.0,88711.94216167295,178578500.4660951
"Lee County, VA",138.9716101,1,1,11,22,115,311,2,6,25185,1295.0,51735.602286344576,238104667.28812677
"Graves County, KY",138.8480948,6,10,7,29,215,242,40,2,37451,688.0,57302.41061597155,357157000.9321901
"Wayne County, NY",138.41878169999998,1,20,17,90,431,1145,39,4,92473,7988.0,81595.39876220454,476209334.5762535
"Archer County, TX",138.2329225,0,0,0,12,27,54,15,0,8681,1592.0,109256.4123776247,238104667.28812677
"St. Charles County, MO",138.1544599,4,36,65,410,825,5761,184,42,373495,31313.0,137435.5309685077,476209334.5762535
"Bureau County, IL",138.0079868,0,9,3,35,140,368,10,7,34056,8780.0,109071.90963697029,952418669.1525073
"Anoka County, MN",137.83597519999998,1,112,88,267,1265,7687,358,34,339534,53640.0,120231.0449615083,654787835.0423486
"Val Verde County, TX",137.7948707,1,0,10,56,207,624,18,8,48623,12545.0,101202.33793558,297630834.11015844
"Hardin County, IA",137.6067886,0,2,1,21,68,247,7,2,17441,2208.0,100011.39340336481,357157000.9321901
"Ontario County, NY",137.4847621,2,36,22,90,434,1556,41,0,109103,8995.0,101083.33531996243,535735501.39828515
"Isle of Wight County, VA",137.4242764,4,3,11,31,106,468,23,6,35656,1047.0,73110.1063754399,238104667.28812677
"Allegany County, NY",137.1884679,2,9,3,52,217,585,20,2,48109,3299.0,94434.02531796688,654787835.0423486
"Cheshire County, NH",137.0578253,0,14,18,73,220,1087,41,9,76610,11075.0,126528.16503795322,238104667.28812677
"Lorain County, OH",137.0419414,5,53,175,182,2196,3263,192,50,302827,57093.0,115047.34151629225,714314001.8643804
